710,990-Q,2024-04-07 00:26:29,68,662
1703,109-N,2024-02-21 21:06:23,166,763
1704,330-X,2024-03-31 08:00:39,735,777
1705,301-P,2024-02-01 17:04:29,744,386
1706,022-Q,2023-06-10 17:26:52,445,518
1707,258-M,2023-10-16 06:18:20,827,683
1708,277-B,2024-02-21 15:00:33,956,215
1709,860-Q,2024-04-23 16:59:05,70,34
1710,281-S,2023-11-08 23:53:10,870,625
1711,217-G,2024-01-21 02:42:22,72,533
1712,532-C,2023-07-05 19:09:14,960,585
1713,051-Y,2023-06-23 07:25:55,263,92
1714,422-W,2024-01-06 13:13:12,52,795
1715,188-H,2024-04-03 05:34:46,219,860
1716,530-Z,2023-11-05 07:06:01,848,773
1717,690-W,2023-12-22 00:25:44,273,115
1718,522-R,2023-11-29 05:43:12,282,782
1719,908-R,2024-01-14 22:56:41,784,839
1720,569-P,2023-09-03 08:00:09,493,288
1721,489-U,2024-05-20 21:24:33,35,734
1722,481-Y,2023-07-22 12:26:24,908,851
1723,245-U,2024-02-10 06:23:51,784,383
1724,623-N,2023-09-14 03:39:22,194,725
1725,689-Z,2023-08-20 04:46:45,525,590
1726,101-L,2024-02-21 06:27:59,235,843
1727,530-Z,2023-06-02 21:33:28,970,931
1728,151-P,2023-09-29 06:20:11,876,146
1729,532-R,2023-10-10 13:05:07,530,913
1730,568-L,2023-12-11 23:19:47,18,716
1731,508-H,2024-01-22 07:17:34,286,228
1732,110-S,2024-02-11 23:20:40,213,768
1733,952-O,2024-01-20 22:49:39,285,696
1734,061-C,2023-07-10 15:38:57,287,638
1735,815-I,2023-11-14 22:19:42,316,420
1736,120-O,2024-04-02 22:36:28,551,263
1737,496-W,2023-12-27 09:59:47,625,674
1738,795-F,2023-10-06 14:50:54,353,376
1739,679-J,2023-05-31 12:19:33,665,48
1740,176-W,2023-10-13 04:12:27,942,73
1741,963-Z,2023-10-17 10:50:52,117,749
1742,559-J,2023-11-21 08:50:43,442,520
1743,874-S,2024-02-26 14:26:32,219,948
1744,702-B,2024-02-01 14:54:16,163,985
1745,675-Z,2023-11-04 22:35:39,887,616
1746,718-G,2023-12-04 04:38:17,305,104
1747,946-S,2024-02-23 18:21:55,77,594
1748,882-Q,2024-03-13 17:37:42,97,421
1749,510-V,2024-04-11 20:21:13,332,193
1750,962-Q,2024-01-02 11:24:01,213,698
1751,803-M,2023-10-07 23:59:29,981,520
1752,739-E,2023-12-10 22:09:36,27,174
1753,163-K,2023-07-18 18:58:47,92,604
1754,495-Z,2023-12-25 21:45:28,949,73
1755,573-E,2023-11-26 08:50:34,143,912
1756,888-Y,2024-01-10 16:16:36,199,166
1757,248-M,2023-06-05 23:19:08,650,799
1758,036-F,2023-09-19 12:10:17,976,800
1759,572-V,2024-03-11 08:19:01,534,52
1760,791-Q,2023-12-31 07:09:15,701,958
1761,918-M,2024-05-13 06:21:52,208,99
1762,771-P,2023-09-05 10:17:41,680,459
1763,746-H,2023-08-30 05:13:34,630,649
1764,762-T,2024-05-15 03:30:51,224,892
1765,916-G,2023-09-28 15:45:47,424,975
1766,071-A,2023-10-13 20:44:39,790,806
1767,176-X,2024-02-17 14:18:48,609,875
1768,676-R,2023-06-24 19:51:34,486,12
1769,057-R,2024-04-12 09:06:57,765,209
1770,997-R,2023-12-25 19:06:09,297,625
1771,910-V,2023-08-14 15:32:55,242,632
1772,641-X,2023-07-28 23:41:04,120,743
1773,802-Q,2024-04-22 08:55:03,637,329
1774,999-O,2024-01-02 02:31:09,733,28
1775,575-N,2024-01-29 09:57:44,263,71
1776,206-L,2024-03-26 12:07:52,339,887
1777,657-L,2024-02-16 04:19:40,920,835
1778,519-O,2023-06-29 15:27:47,347,369
1779,065-S,2023-07-03 12:28:30,653,447
1780,296-V,2023-12-27 20:19:15,82,250
1781,371-G,2023-10-15 16:47:56,550,987
1782,097-K,2024-03-10 00:24:25,592,888
1783,203-E,2023-06-04 14:50:26,19,239
1784,862-Q,2024-01-13 03:48:31,929,620
1785,476-D,2024-05-19 02:46:52,695,52
1786,142-X,2024-02-15 00:04:16,819,783
1787,670-W,2024-04-22 04:28:32,996,123
1788,364-X,2024-01-30 15:33:07,570,540
1789,988-K,2024-03-05 08:33:37,632,217
1790,772-P,2023-11-01 00:53:20,326,989
1791,578-B,2024-01-20 23:43:49,547,30
1792,717-E,2023-12-10 20:45:25,316,109
1793,054-Y,2023-12-21 11:08:27,910,395
1794,191-S,2023-12-29 05:38:53,346,743
1795,973-X,2024-04-07 22:03:47,717,342
1796,982-W,2024-02-29 02:43:36,371,943
1797,693-V,2023-08-19 08:55:31,440,985
1798,203-D,2023-10-14 04:39:21,315,327
1799,706-T,2023-10-30 18:13:15,545,78
1800,884-M,2023-08-19 10:07:04,635,840
1801,971-A,2024-03-31 12:07:53,249,962
1802,008-T,2023-08-05 08:39:10,14,347
1803,647-Q,2023-10-26 09:27:41,323,732
1804,452-F,2023-07-17 05:45:21,843,690
1805,044-S,2024-02-22 12:31:18,131,754
1806,255-Y,2023-10-30 12:06:12,936,372
1807,027-L,2023-12-18 10:29:23,200,556
1808,462-X,2023-10-28 06:01:28,13,755
1809,288-I,2023-06-23 04:46:35,570,331
1810,077-C,2023-08-10 09:35:30,665,336
1811,605-L,2024-04-02 19:08:06,630,633
1812,838-G,2023-07-09 10:39:28,744,256
1813,308-B,2023-12-10 10:43:30,754,682
1814,329-E,2023-09-09 14:38:28,617,639
1815,045-F,2024-03-15 06:44:07,896,839
1816,709-C,2023-12-04 14:45:20,894,431
1817,128-Z,2024-03-01 03:00:41,834,459
1818,112-Q,2023-12-24 17:26:29,819,285
1819,146-P,2024-03-23 20:01:16,839,988
1820,160-T,2024-03-26 23:09:13,175,72
1821,865-W,2024-05-14 08:39:36,509,167
1822,752-A,2023-10-01 04:30:07,469,814
1823,292-R,2023-12-23 22:25:31,219,125
1824,534-P,2024-02-01 19:37:39,640,652
1825,644-D,2023-11-05 18:29:54,269,400
1826,900-D,2023-08-12 17:09:18,341,992
1827,087-X,2023-10-10 20:31:53,922,227
1828,715-K,2024-04-21 12:09:50,244,791
1829,316-I,2023-12-15 15:09:31,486,755
1830,572-E,2024-05-05 07:41:17,593,170
1831,302-D,2024-03-03 04:42:01,110,521
1832,936-Z,2023-08-20 16:44:59,153,785
1833,681-D,2023-08-16 06:02:40,429,627
1834,785-V,2023-09-07 18:10:48,682,486
1835,766-Z,2024-04-17 05:12:29,714,747
1836,734-B,2024-04-15 23:04:55,936,480
1837,686-R,2023-11-20 08:31:04,405,538
1838,113-U,2024-01-15 22:39:47,78,227
1839,886-Z,2023-08-10 00:18:50,772,743
1840,906-Z,2023-07-01 04:03:32,312,63
1841,741-T,2023-10-02 22:29:51,465,380
1842,181-Y,2023-09-01 23:18:40,500,752
1843,396-G,2024-01-31 13:56:45,189,131
1844,051-X,2024-05-06 04:03:42,271,626
1845,747-T,2024-03-30 22:27:22,255,970
1846,711-G,2024-02-06 18:00:57,825,25
1847,681-K,2024-04-22 18:32:22,40,23
1848,679-T,2023-09-08 16:20:56,486,936
1849,635-V,2023-06-24 04:16:24,40,526
1850,297-V,2024-01-03 00:38:05,838,368
1851,945-N,2024-03-18 12:27:59,813,507
1852,671-P,2023-08-25 09:02:11,288,263
1853,868-P,2024-04-10 06:52:57,67,520
1854,916-E,2024-01-02 05:44:37,977,389
1855,308-J,2024-01-23 14:38:27,525,236
1856,328-S,2024-04-11 20:18:21,309,350
1857,131-R,2023-08-10 06:41:56,756,652
1858,975-R,2024-03-01 23:53:49,381,418
1859,172-T,2023-12-13 19:32:36,115,773
1860,868-D,2024-05-13 04:58:19,211,87
1861,502-F,2023-11-28 12:15:34,275,102
1862,739-K,2023-12-26 23:53:04,293,224
1863,859-O,2023-05-23 02:45:27,530,476
1864,129-J,2023-06-26 06:01:36,57,664
1865,440-F,2023-11-17 18:04:26,925,581
1866,851-L,2023-08-08 04:47:47,780,241
1867,608-J,2024-02-04 18:33:11,908,559
1868,200-R,2024-02-23 02:00:02,413,404
1869,549-J,2023-08-15 23:50:12,153,413
1870,237-Y,2024-04-12 05:02:26,824,228
1871,512-T,2023-06-04 06:51:43,209,648
1872,358-J,2023-08-14 07:21:37,537,963
1873,983-I,2023-06-14 15:02:12,85,887
1874,934-Y,2023-08-17 12:28:04,694,860
1875,364-R,2023-05-28 22:02:31,660,122
1876,165-C,2023-08-21 11:42:01,142,924
1877,607-C,2023-06-20 00:14:57,103,476
1878,350-Y,2024-05-14 00:07:25,281,139
1879,815-C,2024-01-13 03:41:55,605,46
1880,498-N,2024-05-01 00:57:15,871,90
1881,532-I,2023-06-26 18:48:53,816,147
1882,419-B,2023-09-04 01:08:04,149,722
1883,818-V,2024-03-24 11:54:14,880,573
1884,565-X,2023-06-18 20:55:44,489,880
1885,520-F,2023-11-08 00:15:44,132,845
1886,053-R,2023-05-22 08:40:16,286,244
1887,136-L,2023-07-10 16:28:45,324,201
1888,928-G,2023-08-09 18:18:23,396,106
1889,367-O,2023-09-16 14:05:09,453,11
1890,089-H,2023-07-24 11:13:19,996,780
1891,932-G,2023-07-05 06:04:09,58,92
1892,647-C,2023-08-19 03:23:57,610,775
1893,856-F,2024-01-03 06:24:14,135,379
1894,369-I,2024-03-21 02:22:01,869,70
1895,565-O,2023-10-07 01:11:56,475,983
1896,921-U,2023-07-04 07:14:13,670,286
1897,600-X,2023-08-26 03:29:02,521,443
1898,626-S,2024-01-28 02:31:09,12,74
1899,752-B,2023-08-20 07:35:23,730,829
1900,276-B,2024-01-07 19:01:31,663,729
1901,459-C,2023-09-30 17:07:53,830,26
1902,479-M,2023-10-15 12:41:00,636,32
1903,965-I,2023-11-27 12:37:16,169,296
1904,836-T,2024-01-21 09:18:27,334,493
1905,255-X,2024-05-05 22:23:56,202,910
1906,623-A,2023-10-05 13:22:31,423,760
1907,175-J,2023-08-02 07:20:48,787,396
1908,125-S,2024-05-12 21:48:55,678,944
1909,847-S,2024-04-22 14:51:10,208,807
1910,107-K,2024-02-17 15:46:09,71,66
1911,616-E,2024-01-02 02:56:21,328,22
1912,852-C,2024-05-05 09:07:22,763,52
1913,705-M,2024-03-26 08:22:56,236,401
1914,695-A,2023-08-06 11:14:51,297,113
1915,257-V,2024-01-17 04:38:40,668,331
1916,738-W,2023-10-25 23:39:07,506,431
1917,352-J,2023-09-20 09:15:27,490,233
1918,422-B,2024-03-12 00:48:19,974,542
1919,348-N,2023-07-25 13:56:18,932,729
1920,440-J,2024-04-26 21:56:03,843,338
1921,483-V,2023-06-05 14:31:25,121,492
1922,603-A,2024-03-31 00:00:55,39,295
1923,801-E,2024-03-08 23:45:42,434,933
1924,577-I,2024-03-07 04:42:46,567,907
1925,161-P,2024-03-25 01:26:00,251,566
1926,021-H,2023-11-21 18:34:04,235,224
1927,451-R,2024-05-16 11:16:20,176,691
1928,482-B,2023-08-22 05:46:44,134,589
1929,198-P,2024-05-02 03:30:30,103,611
1930,424-R,2023-10-26 06:30:48,738,288
1931,089-H,2024-05-19 16:29:06,48,927
1932,582-D,2023-07-30 10:01:06,888,631
1933,674-N,2023-09-01 16:28:03,986,336
1934,288-L,2023-09-12 01:46:40,391,768
1935,871-N,2023-10-08 23:56:54,440,450
1936,077-P,2023-11-09 07:57:59,459,698
1937,786-Y,2023-06-28 21:22:20,455,541
1938,164-W,2024-03-26 13:41:46,641,258
1939,175-C,2024-01-01 18:12:07,879,625
1940,152-H,2023-12-26 05:31:57,448,307
1941,825-M,2024-02-16 16:29:55,746,455
1942,367-G,2023-12-25 11:14:12,135,236
1943,778-B,2023-07-17 20:22:01,156,327
1944,630-C,2024-01-23 23:23:17,254,281
1945,787-L,2024-04-12 10:55:04,292,787
1946,424-P,2024-01-27 12:56:11,256,733
1947,042-X,2023-11-13 12:44:56,535,117
1948,686-T,2023-09-29 20:49:54,795,159
1949,847-L,2023-12-04 00:27:47,565,805
1950,987-O,2024-04-18 11:58:08,833,17
1951,376-L,2024-02-22 02:30:14,183,640
1952,645-C,2023-10-23 08:35:34,791,161
1953,244-J,2023-06-08 19:11:33,259,21
1954,369-N,2024-01-27 17:27:59,563,279
1955,916-N,2023-11-12 10:53:30,278,851
1956,477-X,2023-12-21 11:14:46,722,697
1957,283-S,2023-10-18 16:13:17,25,420
1958,207-H,2023-11-07 06:35:48,493,608
1959,557-O,2023-07-29 11:33:05,729,243
1960,730-H,2024-04-25 22:24:12,115,635
1961,849-Q,2023-08-26 20:03:20,21,583
1962,008-X,2023-09-17 18:38:16,745,466
1963,106-V,2023-12-21 04:53:46,764,773
1964,632-R,2024-02-19 06:02:38,857,961
1965,904-D,2023-05-30 15:41:22,244,880
1966,628-T,2024-04-04 12:02:12,223,330
1967,392-N,2024-05-01 11:14:45,902,1
1968,024-T,2024-05-11 17:59:19,718,453
1969,910-K,2023-10-13 15:01:32,269,829
1970,614-J,2023-09-29 10:45:40,258,451
1971,303-Z,2023-11-13 23:20:16,497,664
1972,727-S,2023-11-30 06:52:56,700,587
1973,891-H,2023-06-15 07:02:51,287,404
1974,170-Z,2023-08-20 22:01:51,364,577
1975,639-N,2023-08-27 03:43:44,771,801
1976,668-E,2023-08-04 06:29:30,734,995
1977,009-K,2024-05-04 21:06:30,170,347
1978,510-O,2023-08-08 21:37:16,229,474
1979,968-L,2023-08-06 02:36:12,703,581
1980,264-H,2023-10-19 21:52:33,367,695
1981,426-J,2023-07-22 12:54:04,761,982
1982,201-E,2023-09-11 20:46:00,213,89
1983,727-D,2023-09-27 21:26:19,722,850
1984,286-V,2024-05-13 22:47:39,137,797
1985,548-E,2023-11-16 01:42:47,149,441
1986,533-S,2023-12-29 20:34:52,266,438
1987,559-D,2023-05-29 16:57:27,858,203
1988,761-M,2024-02-21 17:54:20,548,678
1989,126-I,2023-09-18 23:51:08,924,864
1990,121-F,2023-09-17 08:46:04,44,324
1991,462-R,2023-08-16 17:28:19,305,48
1992,385-C,2024-02-02 22:09:44,658,49
1993,484-T,2024-04-25 14:40:58,589,955
1994,895-F,2023-09-07 18:32:46,732,249
1995,349-P,2023-07-29 02:42:27,801,462
1996,782-Y,2023-06-05 21:36:04,132,441
1997,538-R,2024-05-18 00:05:08,820,988
1998,120-L,2023-07-06 15:02:33,805,552
1999,959-J,2023-11-24 04:23:15,712,619
2000,275-O,2024-03-15 23:27:12,969,60
1,602-T,2023-09-11 07:50:58,80,865
2,599-L,2024-01-01 14:24:02,741,158
3,689-S,2024-01-23 03:18:41,591,70
4,131-I,2024-01-26 17:10:00,104,248
5,349-J,2024-03-02 06:02:13,976,830
6,468-A,2024-03-12 09:42:00,13,670
7,535-Z,2024-04-21 08:13:08,741,722
8,981-P,2023-05-23 19:34:48,498,506
9,133-S,2023-11-29 20:12:02,145,120
10,207-V,2023-10-20 09:39:15,193,564
11,290-E,2023-07-30 22:17:57,602,467
12,569-M,2023-07-29 03:48:56,490,473
13,205-A,2024-05-13 23:41:40,31,716
14,314-B,2024-03-04 00:50:32,793,965
15,644-I,2024-01-01 03:45:59,894,354
16,887-A,2024-04-16 09:46:57,471,754
17,647-P,2024-04-19 11:00:30,246,897
18,452-A,2024-04-25 21:33:12,168,661
19,629-N,2024-03-16 21:22:51,405,97
20,252-A,2024-05-17 10:23:17,558,571
21,378-J,2024-02-01 11:03:08,989,947
22,849-C,2024-02-27 23:50:23,376,161
23,836-E,2024-04-09 21:55:47,204,863
24,671-A,2023-09-07 07:11:41,597,905
25,552-H,2023-09-14 02:40:37,916,946
26,366-J,2023-11-14 19:58:32,339,465
27,023-I,2023-07-25 11:42:19,835,430
28,321-L,2024-04-23 12:29:32,663,908
29,270-V,2024-05-01 00:19:45,283,881
30,555-J,2023-06-14 10:10:35,634,531
31,216-Z,2023-11-16 21:14:32,842,548
32,697-J,2023-08-10 09:11:22,467,952
33,871-T,2024-03-28 15:52:32,743,818
34,235-H,2023-07-15 14:53:53,612,936
35,679-C,2024-01-14 23:17:09,330,87
36,081-I,2023-07-12 22:32:34,827,158
37,863-P,2023-10-02 04:49:19,579,104
38,575-A,2024-01-03 04:47:54,274,521
39,751-V,2023-06-16 08:09:20,369,704
40,615-Z,2023-07-13 16:22:59,296,590
41,870-V,2023-11-11 17:20:46,142,452
42,519-B,2023-06-21 23:29:45,941,114
43,446-H,2023-07-20 22:35:05,612,466
44,863-N,2023-11-07 06:28:32,230,486
45,004-S,2023-12-29 12:15:45,710,434
46,497-E,2024-01-18 21:50:04,680,936
47,949-K,2024-04-19 21:04:43,726,7
48,243-Z,2024-01-17 14:46:08,328,761
49,124-W,2024-05-14 13:11:15,856,195
50,617-I,2024-04-15 23:24:12,664,147
51,976-W,2024-05-18 00:44:12,781,62
52,762-Z,2023-07-11 13:34:02,246,650
53,783-A,2024-02-07 13:26:54,236,797
54,479-J,2023-10-28 12:48:49,344,73
55,754-W,2023-08-06 03:06:54,863,881
56,252-F,2024-01-13 20:55:40,396,375
57,480-R,2024-02-11 09:25:16,485,889
58,394-C,2024-04-04 09:18:20,591,764
59,036-D,2024-02-17 17:09:46,111,911
60,190-C,2023-07-11 13:28:54,230,447
61,379-J,2024-02-16 03:46:22,171,135
62,274-J,2024-02-27 15:44:20,736,956
63,724-W,2024-03-19 03:45:54,316,667
64,440-G,2024-01-27 19:29:03,844,87
65,125-K,2023-10-12 23:44:52,215,797
66,599-O,2024-03-07 13:44:26,550,191
67,044-L,2024-03-03 01:20:54,592,787
68,426-R,2024-04-16 01:57:54,479,644
69,315-U,2023-10-10 09:08:57,70,911
70,481-T,2023-11-27 22:59:07,120,340
71,805-B,2024-04-11 22:48:46,168,5
72,660-O,2024-03-06 19:08:27,512,914
73,704-E,2024-04-09 14:44:47,801,28
74,405-F,2024-04-05 04:38:15,637,266
75,496-W,2024-04-23 05:52:43,411,774
76,899-Q,2023-09-05 18:27:45,828,933
77,241-X,2023-09-22 10:13:11,320,309
78,671-S,2023-09-28 16:41:35,574,952
79,257-U,2024-03-09 10:54:16,358,829
80,832-R,2023-06-06 12:58:34,794,28
81,268-B,2023-12-18 03:40:23,728,631
82,530-B,2023-07-17 07:19:35,802,98
83,157-K,2024-04-22 11:39:39,664,679
84,254-F,2023-08-04 08:40:36,817,962
85,780-C,2023-05-30 18:24:37,91,436
86,515-F,2023-10-25 21:43:08,521,208
87,632-L,2024-02-14 07:54:09,757,984
88,777-V,2024-04-04 04:11:06,412,110
89,733-W,2023-07-14 19:21:18,714,996
90,631-R,2023-09-18 11:03:24,835,736
91,038-Q,2023-05-30 14:51:14,250,842
92,991-J,2023-11-06 21:00:46,585,266
93,549-L,2023-07-07 08:24:18,216,427
94,946-K,2023-11-17 18:29:01,268,544
95,270-A,2023-10-24 23:45:56,324,476
96,822-Y,2023-11-12 10:41:41,537,669
97,254-B,2023-07-02 11:34:04,360,645
98,037-G,2024-02-02 12:30:32,766,663
99,362-X,2024-01-27 09:19:51,879,795
100,196-T,2023-08-28 11:37:47,92,982
101,074-B,2024-05-13 09:15:18,850,905
102,210-K,2023-08-07 14:51:00,647,897
103,736-X,2023-10-04 06:32:07,531,391
104,126-X,2023-05-29 13:34:37,29,936
105,440-D,2024-04-30 04:22:52,353,940
106,373-N,2023-07-05 21:46:58,645,356
107,968-W,2024-04-02 01:23:03,98,410
108,523-J,2023-06-26 23:06:14,638,823
109,203-X,2023-06-29 06:45:37,773,491
110,606-F,2024-02-04 22:26:28,150,184
111,482-V,2023-11-21 17:16:40,737,784
112,550-M,2023-12-28 18:30:39,755,269
113,769-Z,2023-07-20 04:13:42,992,592
114,384-C,2023-09-20 23:43:47,273,514
115,239-U,2023-10-12 03:39:11,784,130
116,583-V,2023-09-14 13:20:34,268,493
117,440-H,2024-05-08 05:57:27,554,530
118,916-E,2024-02-23 01:22:18,766,49
119,978-U,2024-01-13 14:54:29,114,345
120,155-E,2024-05-02 18:03:07,990,405
121,963-E,2024-04-06 19:52:38,976,946
122,054-T,2024-04-14 22:02:11,116,957
123,056-Q,2023-07-28 16:36:44,761,454
124,501-D,2024-01-11 03:35:50,15,445
125,371-L,2023-07-21 10:26:19,488,341
126,414-S,2024-03-10 13:07:52,887,923
127,779-R,2023-12-04 20:29:58,280,961
128,801-M,2024-05-06 15:15:16,920,224
129,587-P,2023-09-20 03:09:30,965,797
130,068-L,2024-05-16 01:20:05,221,975
131,258-M,2024-04-09 15:07:08,270,812
132,985-V,2024-03-19 14:19:22,257,995
133,984-Y,2024-02-22 10:13:50,291,480
134,442-C,2024-05-03 10:50:21,597,891
135,432-E,2024-03-01 17:24:28,318,149
136,792-E,2023-08-15 04:47:39,448,109
137,167-H,2024-05-20 21:15:14,430,394
138,422-D,2024-03-22 00:51:27,399,890
139,534-X,2023-07-30 04:43:19,807,951
140,744-Z,2023-10-16 05:39:42,191,432
141,614-G,2023-05-30 11:06:03,411,665
142,402-M,2024-02-26 15:33:43,721,676
143,702-W,2024-01-19 18:07:31,155,546
144,851-K,2023-10-08 18:29:24,397,152
145,091-B,2023-05-26 16:04:35,876,744
146,842-X,2023-12-07 21:21:23,853,549
147,789-I,2024-01-31 03:29:25,325,239
148,821-R,2023-09-22 20:02:03,808,774
149,497-G,2024-04-18 21:21:15,146,910
150,561-E,2023-10-20 15:28:37,973,800
151,007-L,2024-02-06 19:41:40,339,374
152,672-U,2024-05-10 05:28:32,342,531
153,035-R,2023-11-25 08:03:35,131,978
154,626-D,2024-01-15 10:42:30,137,475
155,085-P,2023-08-22 12:34:43,125,189
156,472-N,2023-09-04 08:48:49,438,230
157,572-F,2024-01-11 08:25:05,553,665
158,608-C,2023-06-17 16:39:40,495,461
159,143-S,2023-09-19 02:46:47,629,907
160,237-Y,2023-05-31 21:38:49,329,358
161,154-K,2023-11-09 05:03:20,551,696
162,935-Q,2024-05-18 18:03:19,99,460
163,255-B,2023-06-25 23:17:35,781,878
164,738-R,2024-01-09 12:22:14,375,943
165,015-K,2023-07-15 19:01:31,827,948
166,774-I,2024-05-02 11:18:30,469,14
167,539-N,2023-08-31 06:51:26,719,5
168,214-B,2023-07-27 07:16:03,468,395
169,430-N,2024-02-01 09:36:57,444,790
170,752-Y,2023-12-18 00:32:17,406,372
171,008-H,2023-09-04 03:13:16,299,603
172,602-D,2023-09-11 22:24:37,914,306
173,565-D,2023-10-18 23:21:45,553,770
174,512-T,2023-07-04 15:53:36,252,678
175,280-D,2023-06-22 06:47:29,34,430
176,485-M,2023-07-29 18:35:38,991,169
177,675-D,2023-12-19 09:00:03,253,379
178,425-M,2024-01-30 21:11:45,628,887
179,989-T,2024-01-22 11:49:47,565,876
180,819-O,2024-03-12 20:29:27,421,108
181,448-R,2023-07-18 07:10:28,369,679
182,203-C,2023-07-14 06:35:10,865,826
183,592-G,2024-01-15 16:46:17,88,459
184,106-V,2024-03-27 07:58:32,593,442
185,123-Q,2023-06-06 02:31:43,619,214
186,735-G,2024-04-27 12:07:30,575,645
187,972-S,2023-12-05 14:54:06,757,124
188,294-M,2024-03-12 20:02:44,825,128
189,641-V,2024-04-11 11:10:35,231,698
190,745-X,2024-02-13 11:45:32,837,53
191,718-W,2024-01-25 09:36:06,286,582
192,046-J,2024-01-28 06:39:35,555,415
193,784-R,2024-04-11 08:43:23,6,661
194,725-O,2023-11-23 03:18:58,220,579
195,055-Z,2023-07-01 13:58:18,127,99
196,110-E,2023-07-19 02:09:56,384,144
197,703-L,2023-11-04 23:37:56,291,707
198,706-O,2024-04-24 16:19:57,795,389
199,942-W,2024-05-03 10:15:31,217,99
200,176-A,2023-10-25 16:32:59,798,145
201,077-F,2023-07-29 15:33:23,272,444
202,080-B,2023-06-11 20:20:59,974,851
203,359-R,2023-06-27 15:28:19,487,668
